File,sentId,Sentence,SentenceParse,eId,eiId,eText,Normalization,FactValues,PragValues,TrainTest
wsj_0505.tml,10,"Ratners, which controls 25% of the British jewelry market, would increase the number of its U.S. stores to about 450 stores from 360.","(S (NP (NP (NNP Ratners)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ controls) (NP (NP (CD 25) (NN %)) (PP (IN of) (NP (DT the) (JJ British) (NN jewelry) (NN market))))))) (, ,)) (VP (MD would) (VP (VB increase) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (PRP$ its) (NNP U.S.) (NNS stores)))) (PP (TO to) (NP (QP (RB about) (CD 450)) (NNS stores))) (PP (IN from) (NP (CD 360))))) (. .))",e31,ei2015,increase,Ratners will increase the number of its U.S. stores,AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:5|uu:0,train
wsj_0520.tml,14,"Mr. Junius said Nashua\'s ""intention is to remain an independent public company.""",(S (NP (NNP Mr.) (NNP Junius)) (VP (VBD said) (SBAR (S (NP (NP (NNP Nashua) (POS 's)) (`` ``) (NN intention)) (VP (VBZ is) (S (VP (TO to) (VP (VB remain) (NP (DT an) (JJ independent) (JJ public) (NN company))))))))) (. .) ('' '')),e106,ei2025,intention,Nashua intends to remain an independent public company,Junius_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:8|pr_minus:0|pr_plus:2|ps_minus:0|ps_plus:0|uu:0,train
wsj_0527.tml,4,Crossland Savings Bank\'s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.,(S (NP (NP (NNP Crossland) (NNPS Savings) (NNP Bank) (POS 's)) (NN stock)) (VP (VBD plummeted) (SBAR (IN after) (S (NP (NN management)) (VP (VBD recommended) (NP (NP (DT a) (NN suspension)) (PP (IN of) (NP (NN dividend) (NNS payments)))) (PP (IN on) (NP (PDT both) (PRP$ its) (ADJP (JJ common) (CC and) (JJ preferred)) (NN stock))) (SBAR (IN because) (S (NP (NNP Crossland)) (VP (MD may) (RB not) (VP (VB meet) (NP (NP (DT the) (JJ new) (NN government) (NN capital) (NNS criteria)) (ADJP (JJ effective) (NP-TMP (NNP Dec.) (CD 7)))))))))))) (. .)),e6,ei1993,meet,Crossland will meet the new government capital criteria,AUTHOR:ps_minus,ct_minus:0|ct_plus:0|pr_minus:5|pr_plus:0|ps_minus:5|ps_plus:0|uu:0,train
wsj_0527.tml,9,It would n\'t identify the bankers.,(S (NP (PRP It)) (VP (MD would) (S (NP (NP (NN n) (POS ')) (NN t) (S (VP (VB identify) (NP (DT the) (NNS bankers))))))) (. .)),e36,ei2012,identify,it identified the bankers,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0527.tml,18,"It also placed on CreditWatch for possible downgrade other securities, including the double-B-minus/B rating of Crossland\'s certificates of deposit and the single-B rating of its senior subordinated capital notes.","(S (NP (PRP It)) (ADVP (RB also)) (VP (VBD placed) (PP (IN on) (NP (NNP CreditWatch))) (PP (IN for) (NP (JJ possible) (NN downgrade) (JJ other) (NNS securities))) (, ,) (PP (VBG including) (NP (NP (NP (DT the) (NN double-B-minus\/B) (NN rating)) (PP (IN of) (NP (NP (NNP Crossland) (POS 's)) (NNS certificates))) (PP (IN of) (NP (NN deposit)))) (CC and) (NP (NP (DT the) (NN single-B) (NN rating)) (PP (IN of) (NP (PRP$ its) (JJ senior) (VBN subordinated) (NN capital) (NNS notes))))))) (. .))",e61,ei2035,placed,it also placed on CreditWatch for possible downgrade other securities,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0533.tml,5,"Institut Merieux S.A., which offered 942 million Canadian dollars (US$801.2 million), or C$37 a share for Connaught, said it would extend its bid, due to expire last Thursday, to Nov. 6.","(S (NP (NP (NNP Institut) (NNP Merieux) (NNP S.A.)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD offered) (NP (NP (NP (QP (CD 942) (CD million)) (JJ Canadian) (NNS dollars)) (PRN (-LRB- -LRB-) (NP (QP ($ US$) (CD 801.2) (CD million))) (-RRB- -RRB-))) (, ,) (CC or) (NP (NP ($ C$) (CD 37)) (NP (DT a) (NN share)))) (PP (IN for) (NP (NNP Connaught)))))) (, ,)) (VP (VBD said) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VP (VB extend) (NP (PRP$ its) (NN bid))) (, ,) (ADJP (JJ due) (S (VP (TO to) (VP (VB expire) (NP-TMP (JJ last) (NNP Thursday)) (, ,) (PP (TO to) (NP (NNP Nov.) (CD 6)))))))))))) (. .))",e109,ei486,expire,the bid expired last Thursday,S.A._AUTHOR:ct_minus|AUTHOR:ct_minus,ct_minus:3|ct_plus:2|pr_minus:1|pr_plus:2|ps_minus:1|ps_plus:1|uu:0,train
wsj_0533.tml,7,It had been due to expire Friday evening.,(S (NP (PRP It)) (VP (VBD had) (VP (VBN been) (ADJP (JJ due) (S (VP (TO to) (VP (VB expire) (NP-TMP (NNP Friday) (NN evening)))))))) (. .)),e111,ei490,expire,it expired Friday evening,AUTHOR:uu,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:7|ps_minus:0|ps_plus:1|uu:1,train
wsj_0533.tml,10,"The Canadian government previously said Merieux\'s bid did n\'t offer enough ""net benefit"" to Canada to be approved, and gave Merieux an until mid-November to submit additional information.","(S (NP (DT The) (JJ Canadian) (NN government)) (ADVP (RB previously)) (VP (VBD said) (SBAR (S (NP (NP (NNP Merieux) (POS 's)) (NN bid)) (VP (VP (VBD did) (SBAR (S (NP (NP (NN n) (POS ')) (NN t)) (VP (VBP offer) (NP (RB enough) (`` ``) (JJ net) (NN benefit) ('' '')) (PP (TO to) (NP (NNP Canada))) (S (VP (TO to) (VP (VB be) (VP (VBN approved))))))))) (, ,) (CC and) (VP (VBD gave) (NP (NNP Merieux)) (NP (DT an) (X (IN until) (NNP mid-November))) (S (VP (TO to) (VP (VB submit) (NP (JJ additional) (NN information)))))))))) (. .))",e32,ei499,offer,"Merieux's bid offered enough ""net benefit""",government_AUTHOR:ct_minus|AUTHOR:uu,ct_minus:9|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0533.tml,11,"Merieux officials said last week that they are ""highly confident"" the offer will be approved once it submits details of its proposed investments to federal regulators.",(S (NP (NNP Merieux) (NNS officials)) (VP (VBD said) (NP-TMP (JJ last) (NN week)) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP are) (ADJP (`` ``) (RB highly) (JJ confident) ('' '') (SBAR (S (NP (DT the) (NN offer)) (VP (MD will) (VP (VB be) (VP (VBN approved) (SBAR (IN once) (S (NP (PRP it)) (VP (VBZ submits) (NP (NP (NNS details)) (PP (IN of) (NP (PRP$ its) (JJ proposed) (NNS investments)))) (PP (TO to) (NP (JJ federal) (NNS regulators)))))))))))))))) (. .)),e42,ei505,approved,the offer will be approved,they=officials_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:10|ps_minus:0|ps_plus:0|uu:0,train
wsj_0533.tml,13,"Institut Merieux, which already holds a 12.5% stake in Connaught, said that at the close of business Thursday, 5,745,188 shares of Connaught and C$44.3 million face amount of debentures, convertible into 1,826,596 common shares, had been tendered to its offer.","(S (NP (NP (NNP Institut) (NNP Merieux)) (, ,) (SBAR (WHNP (WDT which)) (S (ADVP (RB already)) (VP (VBZ holds) (NP (NP (DT a) (ADJP (CD 12.5) (NN %)) (NN stake)) (PP (IN in) (NP (NNP Connaught))))))) (, ,)) (VP (VBD said) (SBAR (IN that) (S (PP (IN at) (NP (NP (DT the) (NN close)) (PP (IN of) (NP (NN business))))) (NP-TMP (NNP Thursday)) (, ,) (NP (NP (NP (CD 5,745,188) (NNS shares)) (PP (IN of) (NP (NNP Connaught)))) (CC and) (NP (NP (ADJP (QP ($ C$) (CD 44.3) (CD million))) (NN face) (NN amount)) (PP (IN of) (NP (NNS debentures))) (, ,) (ADJP (JJ convertible) (PP (IN into) (NP (CD 1,826,596) (JJ common) (NNS shares)))) (, ,))) (VP (VBD had) (VP (VBN been) (VP (VBN tendered) (PP (TO to) (NP (PRP$ its) (NN offer))))))))) (. .))",e61,ei512,offer,there is an offer,Merieux_AUTHOR:ct_plus|AUTHOR:ct_plus,ct_minus:0|ct_plus:8|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:1|uu:0,train
wsj_0541.tml,4,"Automatic Data Processing Inc. plans to redeem on Nov. 16 its $150 million of 6.5% convertible subordinated debentures due March 1, 2011.","(S (NP (NNP Automatic) (NNP Data) (NNP Processing) (NNP Inc.)) (VP (VBZ plans) (S (VP (TO to) (VP (VB redeem) (PP (IN on) (NP (NNP Nov.) (CD 16))) (NP (NP (PRP$ its) (QP ($ $) (CD 150) (CD million))) (PP (IN of) (NP (NP (ADJP (CD 6.5) (NN %)) (JJ convertible) (VBN subordinated) (NNS debentures)) (ADJP (JJ due) (NP-TMP (NNP March) (CD 1) (, ,) (CD 2011)))))))))) (. .))",e19,ei88,due,"the debentures are due March 1, 2011",AUTHOR:ct_plus,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:0|uu:0,train
wsj_0542.tml,4,"Dow Jones amp Co. extended its tender offer of $18 a share, or about $576 million, for the 33% of Telerate Inc. that it does n\'t already own until 5 p.m. EST, Nov. 6.","(S (NP (NNP Dow) (NNP Jones) (NNP amp) (NNP Co.)) (VP (VBD extended) (NP (NP (PRP$ its) (NN tender) (NN offer)) (PP (IN of) (NP (NP (NP ($ $) (CD 18)) (NP (DT a) (NN share))) (, ,) (CC or) (NP (QP (RB about) ($ $) (CD 576) (CD million))) (, ,)))) (PP (IN for) (NP (NP (DT the) (CD 33) (NN %)) (PP (IN of) (NP (NNP Telerate) (NNP Inc.))))) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ does) (SBAR (S (NP (NP (NN n) (POS ')) (NN t)) (ADVP (RB already)) (VP (VBP own) (PP (IN until) (NP (NP (CD 5) (RB p.m.) (NNP EST)) (, ,) (NP (NNP Nov.) (CD 6))))))))))) (. .))",e3,ei359,own,Dow Jones and Co. owns the 33% of Telerate Inc. mentioned in the sentence,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0542.tml,5,"The offer, which Telerate\'s two independent directors have rejected as inadequate, previously had been scheduled to expire at midnight Friday.","(S (NP (NP (DT The) (NN offer)) (, ,) (SBAR (WHNP (WDT which)) (S (NP (NP (NNP Telerate) (POS 's)) (CD two) (JJ independent) (NNS directors)) (VP (VBP have) (VP (VBN rejected) (S (ADJP (RB as) (JJ inadequate))))))) (, ,)) (ADVP (RB previously)) (VP (VBD had) (VP (VBN been) (VP (VBN scheduled) (S (VP (TO to) (VP (VB expire) (PP (IN at) (NP (NN midnight))) (NP-TMP (NNP Friday)))))))) (. .))",e9,ei363,expire,the offer expired at midnight Friday,AUTHOR:ct_minus,ct_minus:4|ct_plus:2|pr_minus:2|pr_plus:1|ps_minus:1|ps_plus:0|uu:0,train
wsj_0542.tml,7,"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n\'t change the terms and conditions of the offer except to extend its expiration date.","(S (S (NP (DT The) (NN supplement)) (VP (VBZ contains) (NP (NP (JJ various) (NN information)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN been) (VP (VBN filed) (PP (IN with) (NP (DT the) (NNPS Securities) (CC and) (NNP Exchange) (NNP Commission))) (SBAR (IN since) (S (NP (NNP Dow) (NNP Jones)) (VP (VBD launched) (NP (DT the) (NN offer)) (PP (IN on) (NP (NNP Sept.) (CD 26)))))))))))))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBZ does) (S (NP (NP (NN n) (POS ')) (NN t)) (VP (VB change) (NP (NP (DT the) (NNS terms) (CC and) (NNS conditions)) (PP (IN of) (NP (DT the) (NN offer)))) (SBAR (VB except) (S (VP (TO to) (VP (VB extend) (NP (PRP$ its) (NN expiration) (NN date)))))))))) (. .))",e26,ei373,change,the supplement changes the terms and conditions,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0542.tml,8,"In Delaware Chancery Court litigation, Telerate has criticized Dow Jones for not disclosing that Telerate\'s management expects the company\'s revenue to increase by 20% annually, while Dow Jones based its projections of Telerate\'s performance on a 12% revenue growth forecast.","(S (PP (IN In) (NP (NNP Delaware) (NNP Chancery) (NNP Court) (NN litigation))) (, ,) (NP (NNP Telerate)) (VP (VBZ has) (VP (VBN criticized) (NP (NP (NNP Dow) (NNP Jones)) (PP (IN for) (S (VP (RB not) (VBG disclosing) (SBAR (IN that) (S (NP (NP (NNP Telerate) (POS 's)) (NN management)) (VP (VBZ expects) (NP (NP (DT the) (NN company) (POS 's)) (NN revenue)) (S (VP (TO to) (VP (VB increase) (PP (IN by) (NP (CD 20) (NN %))) (ADVP (RB annually))))) (, ,) (SBAR (IN while) (S (NP (NNP Dow) (NNP Jones)) (VP (VBD based) (NP (NP (PRP$ its) (NNS projections)) (PP (IN of) (NP (NP (NNP Telerate) (POS 's)) (NN performance)))) (PP (IN on) (NP (DT a) (ADJP (CD 12) (NN %)) (NN revenue) (NN growth) (NN forecast))))))))))))))) (. .))",e32,ei377,disclosing,Dow Jones disclosed that Telerate's management expects the company's revenue to increase by 20% annually,Telerate_AUTHOR:ct_minus|AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0542.tml,9,"In the tender offer supplement, Dow Jones discloses the different growth forecasts but says it views the 20% growth rate ""as a hoped-for goal"" of Telerate\'s management ""and not as a realistic basis on which to project the company\'s likely future performance.""","(S (PP (IN In) (NP (DT the) (NN tender) (NN offer) (NN supplement))) (, ,) (NP (NNP Dow) (NNP Jones)) (VP (VBZ discloses) (SBAR (S (NP (DT the) (JJ different) (NN growth)) (VP (VP (VBZ forecasts)) (CC but) (VP (VBZ says) (SBAR (S (NP (PRP it)) (VP (VBZ views) (NP (DT the) (ADJP (CD 20) (NN %)) (NN growth) (NN rate)) (PP (`` ``) (PP (IN as) (NP (NP (DT a) (JJ hoped-for) (NN goal)) ('' '') (PP (IN of) (NP (NP (NNP Telerate) (POS 's)) (NN management))) (`` ``))) (CC and) (RB not) (PP (IN as) (NP (NP (DT a) (JJ realistic) (NN basis)) (PP (IN on) (SBAR (WHNP (WDT which)) (S (VP (TO to) (VP (VB project) (NP (NP (DT the) (NN company) (POS 's)) (JJ likely) (JJ future) (NN performance)))))))))))))))))) (. .) ('' ''))",e104,ei400,goal,the 20% growth rate is the goal of Telerate's management,it=Jones_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:4|pr_minus:1|pr_plus:2|ps_minus:0|ps_plus:2|uu:1,train
wsj_0542.tml,12,Dow Jones has said it believes the $18-a-share price is fair to Telerate\'s minority shareholders.,(S (NP (NNP Dow) (NNP Jones)) (VP (VBZ has) (VP (VBD said) (SBAR (S (NP (PRP it)) (VP (VBZ believes) (SBAR (S (NP (DT the) (ADJP ($ $) (JJ 18-a-share)) (NN price)) (VP (VBZ is) (ADJP (JJ fair) (PP (TO to) (NP (NP (NNP Telerate) (POS 's)) (NN minority) (NNS shareholders)))))))))))) (. .)),e101,ei394,fair,the $18-a-share price is fair to Telerate's minority shareholders,it=Jones_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:6|uu:1,train
wsj_0542.tml,13,"Late last week, representatives of Dow Jones and Telerate began negotiations about the terms of the offer, but those talks did n\'t result in any changes in the offer.","(S (S (NP-TMP (RB Late) (JJ last) (NN week)) (, ,) (NP (NP (NNS representatives)) (PP (IN of) (NP (NNP Dow) (NNP Jones) (CC and) (NNP Telerate)))) (VP (VBD began) (NP (NNS negotiations)) (PP (IN about) (NP (NP (DT the) (NNS terms)) (PP (IN of) (NP (DT the) (NN offer))))))) (, ,) (CC but) (S (NP (DT those) (NNS talks)) (VP (VBD did) (NP (NP (NN n) (POS ')) (NN t) (NN result)) (PP (IN in) (NP (DT any) (NNS changes))) (PP (IN in) (NP (DT the) (NN offer))))) (. .))",e61,ei396,negotiations,there are negotiations,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0542.tml,13,"Late last week, representatives of Dow Jones and Telerate began negotiations about the terms of the offer, but those talks did n\'t result in any changes in the offer.","(S (S (NP-TMP (RB Late) (JJ last) (NN week)) (, ,) (NP (NP (NNS representatives)) (PP (IN of) (NP (NNP Dow) (NNP Jones) (CC and) (NNP Telerate)))) (VP (VBD began) (NP (NNS negotiations)) (PP (IN about) (NP (NP (DT the) (NNS terms)) (PP (IN of) (NP (DT the) (NN offer))))))) (, ,) (CC but) (S (NP (DT those) (NNS talks)) (VP (VBD did) (NP (NP (NN n) (POS ')) (NN t) (NN result)) (PP (IN in) (NP (DT any) (NNS changes))) (PP (IN in) (NP (DT the) (NN offer))))) (. .))",e66,ei399,changes,there were changes in the offer,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0551.tml,4,"Trustcorp Inc. will become Society Bank amp Trust when its merger is completed with Society Corp. of Cleveland, the bank said.","(S (S (NP (NNP Trustcorp) (NNP Inc.)) (VP (MD will) (VP (VB become) (NP (NP (NNP Society) (NNP Bank) (NNP amp) (NNP Trust)) (SBAR (WHADVP (WRB when)) (S (NP (PRP$ its) (NN merger)) (VP (VBZ is) (VP (VBN completed) (PP (IN with) (NP (NP (NNP Society) (NNP Corp.)) (PP (IN of) (NP (NNP Cleveland))))))))))))) (, ,) (NP (DT the) (NN bank)) (VP (VBD said)) (. .))",e1,ei82,become,Trustcorp Inc. will become Society Bank and Trust when its merger is completed with Society Corp. of Cleveland,bank_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0551.tml,6,The transaction is expected to close around year end.,(S (NP (DT The) (NN transaction)) (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB close) (PP (IN around) (NP (NN year) (NN end)))))))) (. .)),e12,ei90,close,the transaction will close,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:6|ps_minus:0|ps_plus:2|uu:0,train
wsj_0551.tml,6,The transaction is expected to close around year end.,(S (NP (DT The) (NN transaction)) (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB close) (PP (IN around) (NP (NN year) (NN end)))))))) (. .)),e9,ei88,transaction,there will be a transaction,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:4|pr_minus:0|pr_plus:6|ps_minus:0|ps_plus:0|uu:0,train
wsj_0557.tml,4,"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle\'s 7% share of the U.S. candy market to about 12%.","(S (NP (NP (DT The) (NN sale)) (, ,) (PP (IN at) (NP (NP (DT a) (JJR higher) (NN price)) (SBAR (IN than) (S (NP (DT some) (NNS analysts)) (VP (VBD had) (VP (VBN expected))))))) (, ,)) (VP (VP (VBZ helps) (S (NP (DT the) (NN food) (CC and) (NN tobacco) (NN giant)) (VP (VB raise) (S (NP (NNS funds)) (VP (TO to) (VP (VB pay) (NP (NN debt)))))))) (CC and) (VP (VBZ boosts) (NP (NP (NP (NNP Nestle) (POS 's)) (ADJP (CD 7) (NN %)) (NN share)) (PP (IN of) (NP (DT the) (NNP U.S.) (NN candy) (NN market)))) (PP (TO to) (NP (QP (RB about) (CD 12)) (NN %))))) (. .))",e10,ei1997,pay,the food and tobacco giant will pay debt,AUTHOR:uu,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:4|ps_minus:0|ps_plus:0|uu:4,train
wsj_0557.tml,8,"Roughly $2 billion of that debt has already been repaid from previous asset sales, and RJR expects to use another $2 billion from the pending, two-part sale of most of its Del Monte unit.","(S (S (NP (NP (QP (RB Roughly) ($ $) (CD 2) (CD billion))) (PP (IN of) (NP (DT that) (NN debt)))) (VP (VBZ has) (ADVP (RB already)) (VP (VBN been) (VP (VBN repaid) (PP (IN from) (NP (JJ previous) (NN asset) (NNS sales))))))) (, ,) (CC and) (S (NP (NNP RJR)) (VP (VBZ expects) (S (VP (TO to) (VP (VB use) (NP (QP (DT another) ($ $) (CD 2) (CD billion))) (PP (IN from) (NP (NP (DT the) (VBG pending) (, ,) (JJ two-part) (NN sale)) (PP (IN of) (NP (NP (JJS most)) (PP (IN of) (NP (PRP$ its) (NNP Del) (NNP Monte) (NN unit)))))))))))) (. .))",e25,ei2011,sale,most of the Del Monte unit will be sold,RJR_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:5|ps_minus:0|ps_plus:1|uu:2,train
wsj_0557.tml,9,"That sale, however , could still fall through if financing problems develop.","(S (NP (DT That) (NN sale)) (, ,) (ADVP (RB however)) (, ,) (VP (MD could) (ADVP (RB still)) (VP (VB fall) (PRT (RP through)) (SBAR (IN if) (S (NP (NN financing) (NNS problems)) (VP (VBP develop)))))) (. .))",e26,ei2012,sale,there will be a sale,AUTHOR:ps_minus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:4|ps_minus:0|ps_plus:4|uu:2,train
wsj_0557.tml,9,"That sale, however , could still fall through if financing problems develop.","(S (NP (DT That) (NN sale)) (, ,) (ADVP (RB however)) (, ,) (VP (MD could) (ADVP (RB still)) (VP (VB fall) (PRT (RP through)) (SBAR (IN if) (S (NP (NN financing) (NNS problems)) (VP (VBP develop)))))) (. .))",e89,ei2013,fall,the sale will fall through,AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:10|uu:0,train
wsj_0557.tml,17,"""This means Nestle is now in the candybar business in a big way,"" said Lisbeth Echeandia, publisher of Orlando, Fla.-based Confectioner Magazine.","(SINV (`` ``) (S (NP (DT This)) (VP (VBZ means) (SBAR (S (NP (NNP Nestle)) (VP (VBZ is) (ADVP (RB now)) (PP (IN in) (NP (NP (DT the) (NN candybar) (NN business)) (PP (IN in) (NP (DT a) (JJ big) (NN way)))))))))) (, ,) ('' '') (VP (VBD said)) (NP (NP (NNP Lisbeth) (NNP Echeandia)) (, ,) (NP (NP (NN publisher)) (PP (IN of) (NP (ADJP (NNP Orlando) (, ,) (JJ Fla.-based)) (NNP Confectioner) (NNP Magazine))))) (. .))",e61,ei2025,said,Lisbeth Echeandia said something about Nestle,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0558.tml,9,"But because these claims are more difficult to evaluate and have been coming in more slowly, the company has no estimate of the impact of the earthquake on fourth-quarter results.","(S (CC But) (SBAR (IN because) (S (NP (DT these) (NNS claims)) (VP (VBP are) (ADJP (RBR more) (JJ difficult) (S (VP (TO to) (VP (VP (VB evaluate)) (CC and) (VP (VB have) (VP (VBN been) (VP (VBG coming) (PRT (RP in)) (ADVP (RBR more) (RB slowly)))))))))))) (, ,) (NP (DT the) (NN company)) (VP (VBZ has) (NP (NP (DT no) (NN estimate)) (PP (IN of) (NP (NP (DT the) (NN impact)) (PP (IN of) (NP (NP (DT the) (NN earthquake)) (PP (IN on) (NP (JJ fourth-quarter) (NNS results))))))))) (. .))",e19,ei2009,has,the company has an estimate of the impact of the earthquake,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0558.tml,9,"But because these claims are more difficult to evaluate and have been coming in more slowly, the company has no estimate of the impact of the earthquake on fourth-quarter results.","(S (CC But) (SBAR (IN because) (S (NP (DT these) (NNS claims)) (VP (VBP are) (ADJP (RBR more) (JJ difficult) (S (VP (TO to) (VP (VP (VB evaluate)) (CC and) (VP (VB have) (VP (VBN been) (VP (VBG coming) (PRT (RP in)) (ADVP (RBR more) (RB slowly)))))))))))) (, ,) (NP (DT the) (NN company)) (VP (VBZ has) (NP (NP (DT no) (NN estimate)) (PP (IN of) (NP (NP (DT the) (NN impact)) (PP (IN of) (NP (NP (DT the) (NN earthquake)) (PP (IN on) (NP (JJ fourth-quarter) (NNS results))))))))) (. .))",e20,ei2010,estimate,there is an estimate of the impact of the earthquake,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0568.tml,19,"That would be a huge problem if it were to continue, because Unisys is betting its business on the assumption that customers want to move away from using operating systems that run on only one manufacturer\'s equipment and toward systems -- mainly Unix -- that work on almost anyone\'s machines.","(S (NP (DT That)) (VP (MD would) (VP (VB be) (NP (DT a) (JJ huge) (NN problem)) (SBAR (IN if) (S (NP (PRP it)) (VP (VBD were) (S (VP (TO to) (VP (VB continue))))))) (, ,) (SBAR (IN because) (S (NP (NNP Unisys)) (VP (VBZ is) (VP (VBG betting) (NP (PRP$ its) (NN business)) (PP (IN on) (NP (DT the) (NN assumption))) (SBAR (IN that) (S (NP (NNS customers)) (VP (VBP want) (S (VP (TO to) (VP (VB move) (PRT (RP away)) (PP (IN from) (S (VP (VBG using) (NP (NP (VBG operating) (NNS systems) (SBAR (WHNP (WDT that)) (S (VP (VBN run) (PP (PP (IN on) (NP (NP (RB only) (CD one) (NN manufacturer) (POS 's)) (NN equipment))) (CC and) (PP (IN toward) (NP (NNS systems)))))))) (PRN (: --) (ADVP (RB mainly)) (NP (NNP Unix)) (: --)) (SBAR (WHNP (WDT that)) (S (VP (VBP work) (PP (IN on) (NP (NP (RB almost) (NN anyone) (POS 's)) (NNS machines)))))))))))))))))))))) (. .))",e2410,ei2867,problem,there will be a huge problem,AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:6|uu:1,train
wsj_0568.tml,20,"In addition, Unisys must deal with its increasingly oppressive debt load.","(S (PP (IN In) (NP (NN addition))) (, ,) (NP (NNP Unisys)) (VP (MD must) (VP (VB deal) (PP (IN with) (NP (PRP$ its) (ADJP (RB increasingly) (JJ oppressive)) (NN debt) (NN load))))) (. .))",e105,ei2873,deal,Unisys deals with its increasingly oppressive debt load,AUTHOR:uu,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:1|uu:6,train
wsj_0568.tml,22,"That means Unisys must pay about $100 million in interest every quarter, on top of $27 million in dividends on preferred stock.","(S (NP (DT That)) (VP (VBZ means) (SBAR (S (NP (NNP Unisys)) (VP (MD must) (VP (VB pay) (NP (NP (QP (RB about) ($ $) (CD 100) (CD million))) (PP (IN in) (NP (NN interest)))) (NP-TMP (DT every) (NN quarter)) (, ,) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (QP ($ $) (CD 27) (CD million))) (PP (IN in) (NP (NP (NNS dividends)) (PP (IN on) (NP (VBN preferred) (NN stock)))))))))))))) (. .))",e110,ei2877,pay,Unisys will pay about $100 million in interest every quarter,AUTHOR:uu,ct_minus:0|ct_plus:8|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:0|uu:1,train
